MonthlyRevenue,MonthlyMinutes,TotalRecurringCharge,DirectorAssistedCalls,OverageMinutes,RoamingCalls,PercChangeMinutes,PercChangeRevenues,DroppedCalls,BlockedCalls,UnsweredCalls,CustomerCareCalls,ThreewayCalls,ReceivedCalls,OutboundCalls,InboundCalls,PeakCallsInOut,OffPeakCallsInOut,DroppedBlockedCalls,CallForwardingCalls,CallWaitingCalls,MonthsInService,UniqueSubs,ActiveSubs,Handsets,HandsetModels,CurrentEquipmentDays,AgeHH1,AgeHH2,RetentionCalls,RetentionOffersAccepted,ReferralsMadeBySubscriber,IncomeGroup,AdjustmentsToCreditRating,HandsetPrice,ServiceArea_frequency,ChildrenInHH_frequency,HandsetRefurbished_frequency,HandsetWebCapable_frequency,TruckOwner_frequency,RVOwner_frequency,Homeownership_frequency,BuysViaMailOrder_frequency,RespondsToMailOffers_frequency,OptOutMailings_frequency,NonUSTravel_frequency,OwnsComputer_frequency,HasCreditCard_frequency,NewCellphoneUser_frequency,NotNewCellphoneUser_frequency,OwnsMotorcycle_frequency,MadeCallToRetentionTeam_frequency,CreditRating_frequency,PrizmCode_frequency,Occupation_frequency,MaritalStatus_frequency,Churn
37.26,360.0,36.0,0.0,3.0,0.2,-83.0,1.9,6.7,1.3,39.0,0.0,0.0,86.0,25.3,13.3,39.7,68.3,11.3,0.0,0.0,8.0,4.0,3.0,1.0,1.0,239.0,26.0,0.0,0.0,0.0,0.0,7.0,0.0,95.91720827040707,0.022424337462756783,0.761128526645768,0.8642633228840125,0.9,0.1879310344827586,0.08244514106583072,1.0,0.642319749216301,0.6253918495297806,0.9847962382445141,0.9443573667711599,0.8155172413793104,0.6730407523510972,0.1987460815047022,0.8630094043887148,0.9862068965517241,0.9658307210031348,0.36191222570532916,0.48322884012539186,0.7445141065830722,0.3996956632006087,0
53.81,773.0,60.0,3.71,0.0,0.0,135.0,0.1,13.7,28.7,141.3,1.3,0.3,104.9,9.0,0.3,129.7,161.3,42.3,0.0,2.0,19.0,1.0,1.0,1.0,1.0,586.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.85272628239406,0.010192880664889447,0.761128526645768,0.8642633228840125,0.1,0.8120689655172414,0.9175548589341693,1.0,0.642319749216301,0.6253918495297806,0.9847962382445141,0.9443573667711599,0.8155172413793104,0.32695924764890283,0.1987460815047022,0.8630094043887148,0.9862068965517241,0.9658307210031348,0.13401253918495298,0.15031347962382446,0.7445141065830722,0.40051065215497483,0
45.91,344.0,40.0,0.0,46.0,0.0,-110.0,-15.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,1.0,1.0,432.0,20.0,20.0,0.0,0.0,0.0,1.0,0.0,73.76409670230963,0.01003606711619884,0.761128526645768,0.8642633228840125,0.9,0.8120689655172414,0.9175548589341693,1.0,0.642319749216301,0.6253918495297806,0.9847962382445141,0.9443573667711599,0.8155172413793104,0.6730407523510972,0.8012539184952978,0.8630094043887148,0.9862068965517241,0.9658307210031348,0.1012539184952978,0.32225705329153603,0.7445141065830722,0.3996956632006087,1
66.17,110.0,60.0,0.5,8.0,0.0,12.0,-7.6,1.0,0.0,2.0,0.0,0.0,48.9,7.7,4.7,29.3,14.0,1.0,0.0,0.0,13.0,2.0,2.0,1.0,1.0,381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.3606118662851,0.0250901677904971,0.761128526645768,0.8642633228840125,0.9,0.8120689655172414,0.9175548589341693,1.0,0.642319749216301,0.6253918495297806,0.9847962382445141,0.9443573667711599,0.8155172413793104,0.32695924764890283,0.8012539184952978,0.8630094043887148,0.9862068965517241,0.9658307210031348,0.13401253918495298,0.48322884012539186,0.7445141065830722,0.39353208855289057,0
39.62,353.0,32.0,0.0,5.0,0.5,53.0,-6.5,7.7,1.0,19.3,0.0,0.0,58.2,23.0,5.7,66.0,45.0,8.7,0.0,0.7,16.0,2.0,2.0,1.0,1.0,498.0,46.0,46.0,0.0,0.0,0.0,4.0,0.0,63.59487941610161,0.00031362709738121374,0.23887147335423198,0.8642633228840125,0.9,0.1879310344827586,0.9175548589341693,1.0,0.3576802507836991,0.37460815047021945,0.9847962382445141,0.9443573667711599,0.18448275862068966,0.6730407523510972,0.8012539184952978,0.8630094043887148,0.9862068965517241,0.9658307210031348,0.36191222570532916,0.15031347962382446,0.7445141065830722,0.6003043367993913,1
39.74,234.0,30.0,0.25,5.0,0.0,136.0,-1.5,4.3,0.7,30.7,0.3,0.0,13.9,58.3,5.0,54.7,58.7,5.0,0.0,0.0,35.0,1.0,1.0,2.0,2.0,319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.011604202603104909,0.761128526645768,0.8642633228840125,0.9,0.8120689655172414,0.9175548589341693,1.0,0.642319749216301,0.6253918495297806,0.9847962382445141,0.9443573667711599,0.8155172413793104,0.32695924764890283,0.1987460815047022,0.8630094043887148,0.9862068965517241,0.9658307210031348,0.17131661442006269,0.48322884012539186,0.7445141065830722,0.37336932836677716,0
85.57,394.0,75.0,2.23,0.0,1.1,-230.0,-7.6,8.7,3.7,9.0,0.0,0.0,68.0,21.0,3.3,119.3,48.0,12.3,0.0,2.7,18.0,1.0,1.0,2.0,2.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.013172338090010977,0.761128526645768,0.8642633228840125,0.9,0.8120689655172414,0.9175548589341693,1.0,0.642319749216301,0.6253918495297806,0.9847962382445141,0.9443573667711599,0.8155172413793104,0.32695924764890283,0.8012539184952978,0.8630094043887148,0.9862068965517241,0.9658307210031348,0.36191222570532916,0.32225705329153603,0.7445141065830722,0.3938143797130176,1
80.94,470.0,74.0,0.5,53.0,0.0,-317.0,-5.9,2.0,16.7,7.3,0.0,0.3,406.4,27.7,19.7,40.7,54.0,18.7,0.0,0.3,26.0,1.0,1.0,3.0,2.0,421.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0017249490355966755,0.761128526645768,0.8642633228840125,0.9,0.8120689655172414,0.9175548589341693,1.0,0.642319749216301,0.6253918495297806,0.015203761755485894,0.9443573667711599,0.8155172413793104,0.32695924764890283,0.8012539184952978,0.13699059561128527,0.9862068965517241,0.9658307210031348,0.17131661442006269,0.32225705329153603,0.7445141065830722,0.3996956632006087,0
20.58,84.0,20.0,0.5,0.0,0.1,-16.0,-0.6,5.3,15.3,2.0,0.0,0.0,0.4,0.0,0.0,24.0,19.0,20.7,0.0,0.0,24.0,1.0,1.0,1.0,1.0,701.0,42.0,38.0,0.0,0.0,0.0,6.0,0.0,35.470208170384296,0.003606711619883958,0.761128526645768,0.8642633228840125,0.1,0.8120689655172414,0.9175548589341693,1.0,0.642319749216301,0.6253918495297806,0.9847962382445141,0.9443573667711599,0.8155172413793104,0.6730407523510972,0.8012539184952978,0.8630094043887148,0.9862068965517241,0.9658307210031348,0.36191222570532916,0.48322884012539186,0.16630094043887148,0.6003043367993913,0
42.41,446.0,52.0,0.0,0.0,0.0,-102.0,-2.4,3.3,1.3,23.0,0.7,1.0,73.0,10.7,0.7,47.7,33.7,4.7,0.0,0.3,12.0,2.0,1.0,1.0,1.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.17602708920921,0.0009408812921436412,0.761128526645768,0.8642633228840125,0.9,0.8120689655172414,0.9175548589341693,1.0,0.642319749216301,0.6253918495297806,0.9847962382445141,0.9443573667711599,0.8155172413793104,0.32695924764890283,0.8012539184952978,0.8630094043887148,0.9862068965517241,0.9658307210031348,0.1012539184952978,0.044200626959247646,0.7445141065830722,0.3996245455846806,1
105.38,769.0,85.0,1.24,106.0,1.9,277.0,73.6,1.7,7.0,28.7,1.7,0.3,159.9,23.3,13.0,120.0,76.3,8.7,0.0,0.7,24.0,2.0,2.0,1.0,1.0,724.0,44.0,46.0,0.0,0.0,0.0,6.0,0.0,48.86241860364707,0.0006272541947624275,0.23887147335423198,0.8642633228840125,0.1,0.8120689655172414,0.9175548589341693,1.0,0.3576802507836991,0.37460815047021945,0.9847962382445141,0.9443573667711599,0.18448275862068966,0.6730407523510972,0.8012539184952978,0.8630094043887148,0.9862068965517241,0.9658307210031348,0.17131661442006269,0.48322884012539186,0.16630094043887148,0.6003043367993913,0
36.96,365.0,38.0,0.74,22.0,0.0,71.0,18.6,8.0,0.3,9.0,2.3,0.0,103.7,40.7,19.0,76.7,90.0,8.3,0.0,0.0,14.0,2.0,1.0,2.0,2.0,391.0,36.0,0.0,1.0,0.0,0.0,4.0,0.0,30.0,0.022424337462756783,0.761128526645768,0.13573667711598747,0.9,0.8120689655172414,0.9175548589341693,1.0,0.642319749216301,0.6253918495297806,0.9847962382445141,0.9443573667711599,0.8155172413793104,0.6730407523510972,0.8012539184952978,0.8630094043887148,0.9862068965517241,0.034169278996865206,0.13401253918495298,0.48322884012539186,0.01755485893416928,0.3996956632006087,0
63.06,48.0,93.0,0.33,0.0,0.0,-48.0,-13.1,3.0,15.0,1.3,0.3,0.0,0.1,1.7,0.0,9.3,12.3,18.0,0.0,0.0,30.0,1.0,1.0,2.0,1.0,94.0,42.0,40.0,0.0,0.0,0.0,5.0,0.0,30.0,0.004233965814646385,0.23887147335423198,0.8642633228840125,0.9,0.8120689655172414,0.9175548589341693,1.0,0.3576802507836991,0.37460815047021945,0.9847962382445141,0.9443573667711599,0.8155172413793104,0.6730407523510972,0.8012539184952978,0.8630094043887148,0.9862068965517241,0.9658307210031348,0.021786833855799374,0.15031347962382446,0.16630094043887148,0.6003043367993913,0
29.99,117.0,40.0,0.0,0.0,0.0,-89.0,0.0,1.3,0.0,14.7,0.0,0.0,30.7,22.7,0.7,57.0,21.0,1.3,0.0,1.3,13.0,1.0,1.0,1.0,1.0,372.0,48.0,48.0,0.0,0.0,0.0,5.0,0.0,75.92781085709571,0.0028226438764309236,0.761128526645768,0.8642633228840125,0.9,0.1879310344827586,0.9175548589341693,1.0,0.642319749216301,0.6253918495297806,0.9847962382445141,0.9443573667711599,0.8155172413793104,0.6730407523510972,0.1987460815047022,0.8630094043887148,0.9862068965517241,0.9658307210031348,0.13401253918495298,0.15031347962382446,0.7445141065830722,0.6003043367993913,0
46.48,234.0,30.0,0.5,40.0,0.3,50.0,12.3,1.3,0.3,17.7,0.0,0.0,78.7,10.0,7.0,85.3,14.3,1.7,0.0,0.7,32.0,3.0,2.0,2.0,2.0,480.0,56.0,56.0,0.0,0.0,0.0,6.0,0.0,30.0,0.015681354869060686,0.761128526645768,0.13573667711598747,0.1,0.1879310344827586,0.08244514106583072,1.0,0.3576802507836991,0.37460815047021945,0.9847962382445141,0.9443573667711599,0.8155172413793104,0.6730407523510972,0.1987460815047022,0.8630094043887148,0.9862068965517241,0.9658307210031348,0.17131661442006269,0.48322884012539186,0.16630094043887148,0.6003043367993913,1
29.99,315.0,40.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,2.0,1.0,1.0,355.0,42.0,38.0,0.0,0.0,1.0,7.0,0.0,78.87377337829717,0.00031362709738121374,0.23887147335423198,0.8642633228840125,0.9,0.8120689655172414,0.9175548589341693,1.0,0.3576802507836991,0.37460815047021945,0.9847962382445141,0.9443573667711599,0.18448275862068966,0.6730407523510972,0.8012539184952978,0.8630094043887148,0.9862068965517241,0.9658307210031348,0.36191222570532916,0.15031347962382446,0.16630094043887148,0.6003043367993913,0
29.99,69.0,30.0,0.0,0.0,0.0,-30.0,0.0,1.0,0.0,1.7,0.0,0.0,1.1,4.3,1.0,10.7,2.0,1.0,0.0,0.0,19.0,2.0,2.0,1.0,1.0,558.0,54.0,50.0,0.0,0.0,0.0,6.0,0.0,53.241276259014704,0.0031362709738121373,0.23887147335423198,0.8642633228840125,0.9,0.1879310344827586,0.9175548589341693,1.0,0.3576802507836991,0.37460815047021945,0.9847962382445141,0.9443573667711599,0.18448275862068966,0.6730407523510972,0.8012539184952978,0.13699059561128527,0.9862068965517241,0.9658307210031348,0.17131661442006269,0.32225705329153603,0.16630094043887148,0.6003043367993913,0
94.97,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,1.0,1.0,2.0,1.0,25.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.00015681354869060687,0.761128526645768,0.8642633228840125,0.9,0.8120689655172414,0.9175548589341693,1.0,0.642319749216301,0.6253918495297806,0.9847962382445141,0.9443573667711599,0.8155172413793104,0.32695924764890283,0.8012539184952978,0.8630094043887148,0.9862068965517241,0.9658307210031348,0.17131661442006269,0.48322884012539186,0.7445141065830722,0.42187373104054066,1
40.91,149.0,28.0,0.25,32.0,0.0,198.0,33.5,6.3,1.3,22.7,0.3,0.7,25.3,12.3,4.7,19.0,32.7,7.7,0.0,1.3,18.0,1.0,1.0,2.0,2.0,18.0,90.0,88.0,0.0,0.0,0.0,8.0,0.0,30.0,0.0058021013015524545,0.761128526645768,0.8642633228840125,0.9,0.8120689655172414,0.9175548589341693,1.0,0.3576802507836991,0.37460815047021945,0.9847962382445141,0.9443573667711599,0.8155172413793104,0.6730407523510972,0.1987460815047022,0.8630094043887148,0.9862068965517241,0.9658307210031348,0.36191222570532916,0.32225705329153603,0.7445141065830722,0.6003043367993913,0
30.0,110.0,30.0,0.0,0.0,0.0,21.0,0.0,0.0,1.7,4.0,0.7,0.0,13.4,1.3,0.0,28.0,6.0,1.7,0.0,0.0,21.0,1.0,1.0,1.0,1.0,636.0,38.0,42.0,0.0,0.0,0.0,6.0,0.0,48.92921466793644,0.003606711619883958,0.761128526645768,0.8642633228840125,0.9,0.1879310344827586,0.08244514106583072,1.0,0.642319749216301,0.6253918495297806,0.9847962382445141,0.9443573667711599,0.8155172413793104,0.6730407523510972,0.8012539184952978,0.8630094043887148,0.9862068965517241,0.9658307210031348,0.36191222570532916,0.48322884012539186,0.7445141065830722,0.6003043367993913,0
49.75,493.0,50.0,0.74,23.0,0.0,322.0,29.2,23.0,1.7,47.0,0.3,0.0,118.7,13.0,1.0,116.0,72.7,24.7,0.0,0.7,11.0,2.0,1.0,4.0,4.0,58.0,40.0,36.0,0.0,0.0,0.0,6.0,0.0,80.0,0.0017249490355966755,0.23887147335423198,0.13573667711598747,0.9,0.8120689655172414,0.9175548589341693,1.0,0.642319749216301,0.6253918495297806,0.9847962382445141,0.9443573667711599,0.8155172413793104,0.6730407523510972,0.8012539184952978,0.8630094043887148,0.9862068965517241,0.9658307210031348,0.36191222570532916,0.32225705329153603,0.01755485893416928,0.6003043367993913,0
28.5,7.0,30.0,0.0,0.0,0.0,-7.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,2.0,1.0,1.0,729.0,54.0,0.0,0.0,0.0,0.0,9.0,0.0,36.055347423996835,0.007213423239767916,0.761128526645768,0.8642633228840125,0.9,0.8120689655172414,0.9175548589341693,1.0,0.3576802507836991,0.37460815047021945,0.9847962382445141,0.9443573667711599,0.8155172413793104,0.6730407523510972,0.8012539184952978,0.8630094043887148,0.9862068965517241,0.9658307210031348,0.36191222570532916,0.15031347962382446,0.16630094043887148,0.6003043367993913,0
86.08,516.0,70.0,0.25,71.0,0.0,2.0,-22.1,3.3,3.3,60.0,0.0,0.0,59.7,20.3,7.7,246.7,33.3,6.7,0.0,1.7,10.0,2.0,2.0,1.0,1.0,311.0,48.0,42.0,0.0,0.0,0.0,3.0,0.0,88.23733641404138,0.0015681354869060686,0.761128526645768,0.8642633228840125,0.9,0.1879310344827586,0.9175548589341693,1.0,0.3576802507836991,0.37460815047021945,0.9847962382445141,0.9443573667711599,0.8155172413793104,0.6730407523510972,0.8012539184952978,0.8630094043887148,0.9862068965517241,0.9658307210031348,0.36191222570532916,0.044200626959247646,0.7445141065830722,0.6003043367993913,0
22.97,0.0,30.0,0.0,0.0,0.0,0.0,30.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,1.0,1.0,2.0,1.0,448.0,24.0,0.0,0.0,0.0,0.0,5.0,0.0,30.0,0.0007840677434530343,0.761128526645768,0.8642633228840125,0.9,0.8120689655172414,0.9175548589341693,1.0,0.642319749216301,0.6253918495297806,0.9847962382445141,0.9443573667711599,0.18448275862068966,0.6730407523510972,0.8012539184952978,0.8630094043887148,0.9862068965517241,0.9658307210031348,0.17131661442006269,0.48322884012539186,0.16630094043887148,0.3996956632006087,0
94.38,1392.0,85.0,0.0,75.0,0.0,-254.0,-19.4,7.7,2.7,42.0,11.7,0.0,468.9,16.3,6.0,258.3,88.0,10.3,0.0,5.7,10.0,1.0,1.0,2.0,2.0,126.0,40.0,44.0,0.0,0.0,0.0,5.0,0.0,60.0,0.008938372275364592,0.761128526645768,0.13573667711598747,0.9,0.8120689655172414,0.9175548589341693,1.0,0.642319749216301,0.6253918495297806,0.9847962382445141,0.9443573667711599,0.8155172413793104,0.6730407523510972,0.8012539184952978,0.13699059561128527,0.9862068965517241,0.9658307210031348,0.36191222570532916,0.48322884012539186,0.7445141065830722,0.6003043367993913,0
30.43,388.0,40.0,0.0,1.0,0.0,18.0,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,2.0,1.0,1.0,380.0,20.0,0.0,0.0,0.0,0.0,5.0,0.0,77.78653384565555,0.0004704406460718206,0.761128526645768,0.8642633228840125,0.9,0.8120689655172414,0.9175548589341693,1.0,0.642319749216301,0.6253918495297806,0.9847962382445141,0.9443573667711599,0.8155172413793104,0.32695924764890283,0.1987460815047022,0.8630094043887148,0.9862068965517241,0.9658307210031348,0.36191222570532916,0.044200626959247646,0.7445141065830722,0.45455095590624794,0
106.55,540.0,45.0,1.49,200.0,0.2,-79.0,-24.1,21.3,2.3,50.7,0.0,0.0,113.2,54.3,7.3,187.7,40.0,23.7,0.0,2.0,12.0,1.0,1.0,3.0,3.0,64.0,62.0,60.0,0.0,0.0,0.0,5.0,0.0,80.0,0.004547592912027599,0.761128526645768,0.13573667711598747,0.9,0.8120689655172414,0.9175548589341693,1.0,0.3576802507836991,0.37460815047021945,0.015203761755485894,0.9443573667711599,0.8155172413793104,0.6730407523510972,0.1987460815047022,0.8630094043887148,0.9862068965517241,0.9658307210031348,0.36191222570532916,0.32225705329153603,0.01755485893416928,0.3996956632006087,1
29.86,99.0,46.0,0.5,0.0,0.0,-12.0,-6.1,1.7,1.0,4.3,0.0,0.0,3.5,9.3,0.7,15.3,11.7,2.7,0.0,0.0,13.0,1.0,1.0,1.0,1.0,367.0,30.0,26.0,0.0,0.0,0.0,4.0,0.0,78.33397107036849,0.0010976948408342481,0.761128526645768,0.8642633228840125,0.9,0.8120689655172414,0.9175548589341693,1.0,0.3576802507836991,0.37460815047021945,0.9847962382445141,0.9443573667711599,0.8155172413793104,0.6730407523510972,0.1987460815047022,0.8630094043887148,0.9862068965517241,0.9658307210031348,0.36191222570532916,0.044200626959247646,0.7445141065830722,0.6003043367993913,1
18.7,657.0,10.0,0.0,22.0,0.0,-23.0,6.1,7.0,27.7,23.0,0.0,0.3,156.1,55.3,14.3,108.0,122.7,34.7,0.0,6.3,7.0,2.0,2.0,1.0,1.0,204.0,24.0,0.0,0.0,0.0,0.0,2.0,0.0,92.07093803764265,0.0009408812921436412,0.761128526645768,0.8642633228840125,0.9,0.8120689655172414,0.9175548589341693,1.0,0.642319749216301,0.6253918495297806,0.9847962382445141,0.9443573667711599,0.8155172413793104,0.32695924764890283,0.8012539184952978,0.8630094043887148,0.9862068965517241,0.9658307210031348,0.17131661442006269,0.32225705329153603,0.7445141065830722,0.3996956632006087,0
83.7,1371.0,85.0,8.41,1.0,0.3,31.0,-0.6,10.0,17.0,139.7,0.0,0.0,184.3,69.3,12.3,197.0,206.7,27.0,0.0,1.0,13.0,1.0,1.0,2.0,2.0,159.0,54.0,52.0,0.0,0.0,0.0,9.0,0.0,130.0,0.0043907793633369925,0.761128526645768,0.8642633228840125,0.9,0.1879310344827586,0.08244514106583072,1.0,0.3576802507836991,0.37460815047021945,0.9847962382445141,0.9443573667711599,0.8155172413793104,0.6730407523510972,0.8012539184952978,0.8630094043887148,0.9862068965517241,0.9658307210031348,0.36191222570532916,0.32225705329153603,0.16630094043887148,0.3996956632006087,0
48.49,495.0,45.0,0.0,34.0,0.0,15.0,-13.5,12.3,6.7,98.3,1.7,0.3,112.2,10.0,5.3,111.0,106.3,19.0,0.0,1.3,28.0,1.0,1.0,3.0,2.0,135.0,38.0,42.0,0.0,0.0,0.0,6.0,0.0,150.0,0.0250901677904971,0.761128526645768,0.8642633228840125,0.9,0.1879310344827586,0.9175548589341693,1.0,0.642319749216301,0.6253918495297806,0.9847962382445141,0.9443573667711599,0.8155172413793104,0.6730407523510972,0.8012539184952978,0.8630094043887148,0.9862068965517241,0.9658307210031348,0.17131661442006269,0.32225705329153603,0.7445141065830722,0.6003043367993913,0
80.41,458.0,50.0,0.25,0.0,0.0,33.0,-42.4,4.3,0.0,15.0,0.0,0.0,28.9,25.7,4.0,61.7,27.0,4.3,0.0,0.0,24.0,1.0,1.0,1.0,1.0,710.0,38.0,38.0,0.0,0.0,0.0,6.0,0.0,51.894126101729015,0.005958914850243061,0.23887147335423198,0.8642633228840125,0.9,0.1879310344827586,0.9175548589341693,1.0,0.3576802507836991,0.37460815047021945,0.9847962382445141,0.055642633228840124,0.18448275862068966,0.6730407523510972,0.8012539184952978,0.8630094043887148,0.9862068965517241,0.9658307210031348,0.36191222570532916,0.15031347962382446,0.16630094043887148,0.6003043367993913,0
62.47,186.0,70.0,0.5,16.0,0.0,-186.0,-6.0,2.7,0.0,12.0,0.0,0.3,3.3,6.3,0.7,18.0,21.3,2.7,0.0,0.0,18.0,3.0,2.0,1.0,1.0,554.0,34.0,0.0,0.0,0.0,0.0,6.0,0.0,65.7791523589423,0.013642778736082798,0.761128526645768,0.8642633228840125,0.9,0.8120689655172414,0.9175548589341693,1.0,0.3576802507836991,0.37460815047021945,0.9847962382445141,0.9443573667711599,0.18448275862068966,0.6730407523510972,0.8012539184952978,0.8630094043887148,0.9862068965517241,0.9658307210031348,0.36191222570532916,0.32225705329153603,0.16630094043887148,0.3996956632006087,0
40.02,248.0,36.0,0.0,0.0,0.0,-248.0,-0.8,0.0,0.0,14.3,0.3,0.0,6.8,5.3,0.0,15.3,18.0,0.0,0.0,0.0,14.0,1.0,1.0,1.0,1.0,429.0,38.0,18.0,1.0,1.0,0.0,8.0,0.0,79.68924971706404,0.003449898071193351,0.23887147335423198,0.8642633228840125,0.9,0.8120689655172414,0.9175548589341693,1.0,0.642319749216301,0.6253918495297806,0.9847962382445141,0.9443573667711599,0.8155172413793104,0.6730407523510972,0.8012539184952978,0.8630094043887148,0.9862068965517241,0.034169278996865206,0.0384012539184953,0.48322884012539186,0.7445141065830722,0.6003043367993913,1
36.11,123.0,32.0,0.0,0.0,3.6,5.0,-2.1,0.3,0.0,1.3,0.0,0.0,4.8,7.0,0.7,13.3,5.0,0.3,0.0,0.0,25.0,3.0,2.0,1.0,1.0,754.0,50.0,50.0,0.0,0.0,0.0,7.0,0.0,32.07813909553977,0.006115728398933668,0.761128526645768,0.8642633228840125,0.9,0.8120689655172414,0.9175548589341693,1.0,0.3576802507836991,0.37460815047021945,0.9847962382445141,0.9443573667711599,0.18448275862068966,0.6730407523510972,0.8012539184952978,0.8630094043887148,0.9862068965517241,0.9658307210031348,0.17131661442006269,0.32225705329153603,0.16630094043887148,0.6003043367993913,0
163.94,1788.0,85.0,7.18,304.0,0.0,100.0,31.9,26.7,33.7,110.0,1.7,0.0,532.2,37.0,22.7,422.0,145.0,60.3,0.0,11.0,15.0,1.0,1.0,4.0,2.0,52.0,42.0,0.0,0.0,0.0,0.0,4.0,0.0,130.0,0.015681354869060686,0.761128526645768,0.13573667711598747,0.9,0.1879310344827586,0.9175548589341693,1.0,0.642319749216301,0.6253918495297806,0.9847962382445141,0.9443573667711599,0.8155172413793104,0.6730407523510972,0.8012539184952978,0.8630094043887148,0.9862068965517241,0.9658307210031348,0.36191222570532916,0.044200626959247646,0.030094043887147336,0.6003043367993913,0
32.06,31.0,18.0,0.0,0.0,5.1,-24.0,-22.1,0.0,1.0,0.0,0.0,0.0,3.5,0.3,0.7,3.3,3.7,1.0,0.0,0.0,33.0,4.0,3.0,2.0,2.0,108.0,48.0,46.0,0.0,0.0,0.0,9.0,0.0,30.0,0.018190371648110396,0.23887147335423198,0.13573667711598747,0.9,0.8120689655172414,0.9175548589341693,1.0,0.3576802507836991,0.37460815047021945,0.9847962382445141,0.9443573667711599,0.18448275862068966,0.6730407523510972,0.8012539184952978,0.8630094043887148,0.9862068965517241,0.9658307210031348,0.17131661442006269,0.32225705329153603,0.16630094043887148,0.6003043367993913,0
47.98,270.0,46.0,0.25,20.0,4.6,-92.0,-1.5,7.0,1.3,19.7,0.3,0.0,72.4,29.0,7.3,47.7,49.3,8.3,0.0,0.7,26.0,1.0,1.0,3.0,3.0,37.0,28.0,0.0,0.0,0.0,0.0,6.0,0.0,100.0,0.013642778736082798,0.761128526645768,0.8642633228840125,0.9,0.8120689655172414,0.9175548589341693,1.0,0.642319749216301,0.6253918495297806,0.9847962382445141,0.9443573667711599,0.8155172413793104,0.6730407523510972,0.8012539184952978,0.8630094043887148,0.9862068965517241,0.9658307210031348,0.17131661442006269,0.32225705329153603,0.7445141065830722,0.3996956632006087,0
44.22,282.0,30.0,0.0,18.0,0.0,-74.0,-11.0,16.0,1.3,31.3,0.0,0.0,91.0,1.0,0.0,68.7,24.7,17.3,0.0,0.0,12.0,1.0,1.0,1.0,1.0,355.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.92247926144246,0.004077152265955779,0.761128526645768,0.8642633228840125,0.9,0.8120689655172414,0.9175548589341693,1.0,0.642319749216301,0.6253918495297806,0.9847962382445141,0.9443573667711599,0.8155172413793104,0.32695924764890283,0.8012539184952978,0.8630094043887148,0.9862068965517241,0.9658307210031348,0.36191222570532916,0.48322884012539186,0.7445141065830722,0.396001558280226,1
37.83,256.0,50.0,0.0,0.0,0.0,-120.0,-2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,1.0,1.0,1.0,239.0,26.0,0.0,0.0,0.0,0.0,2.0,0.0,96.58542287658045,0.0010976948408342481,0.761128526645768,0.8642633228840125,0.9,0.8120689655172414,0.9175548589341693,1.0,0.642319749216301,0.6253918495297806,0.9847962382445141,0.9443573667711599,0.8155172413793104,0.6730407523510972,0.8012539184952978,0.8630094043887148,0.9862068965517241,0.9658307210031348,0.36191222570532916,0.48322884012539186,0.007366771159874608,0.3996956632006087,0
104.5,689.0,45.0,0.25,166.0,0.5,-318.0,-68.9,14.3,0.0,83.7,17.7,0.0,195.5,15.3,5.3,140.3,133.7,14.3,0.0,3.3,7.0,1.0,1.0,2.0,2.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.008938372275364592,0.761128526645768,0.8642633228840125,0.9,0.8120689655172414,0.9175548589341693,1.0,0.642319749216301,0.6253918495297806,0.9847962382445141,0.9443573667711599,0.8155172413793104,0.32695924764890283,0.8012539184952978,0.8630094043887148,0.9862068965517241,0.9658307210031348,0.0384012539184953,0.32225705329153603,0.7445141065830722,0.3981553198757736,1
